hazard_id,date,year,month,week,quarter,weekday,area_code,area_name,hazard_category,hazard_type,description,risk_level,risk_score,status,rectify_date,rectify_days,responsible,inspector,data_type
HZ-2024-01203,2024-08-06,2024,8,32,2024Q3,Tuesday,EXTRACTION,萃取车间,消防安全,消防通道堵塞,萃取车间安全出口被锁闭,Medium,6,已整改,2024-08-18,12.0,黄慧,刘玉珍,historical
HZ-2024-01201,2024-08-06,2024,8,32,2024Q3,Tuesday,EXTRACTION,萃取车间,行走安全,护栏缺失,萃取车间平台护栏缺失,Low,2,已整改,2024-08-14,8.0,马兵,乔雷,historical
HZ-2024-01200,2024-08-06,2024,8,32,2024Q3,Tuesday,UTILITIES,公用工程,消防安全,消防栓问题,公用工程消防栓箱内设备不全,Low,1,已整改,2024-08-22,16.0,黄杰,杨伟,historical
HZ-2024-01204,2024-08-06,2024,8,32,2024Q3,Tuesday,FINISHED_GOODS,成品仓库,机械安全,防护罩缺失,成品仓库设备防护装置被拆除,Medium,7,已整改,2024-08-09,3.0,唐桂芝,周芳,historical
HZ-2024-01217,2024-08-07,2024,8,32,2024Q3,Wednesday,FINISHED_GOODS,成品仓库,消防安全,消防通道堵塞,成品仓库消防通道被物料占用,Low,1,已整改,2024-08-19,12.0,余刚,马洁,historical
HZ-2024-01216,2024-08-07,2024,8,32,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,化学品安全,泄漏风险,硫酸车间管道法兰渗漏,Low,2,已整改,2024-08-23,16.0,黎强,左雪,historical
HZ-2024-01215,2024-08-07,2024,8,32,2024Q3,Wednesday,ELECTROLYSIS,电解车间,作业安全,吊装作业问题,电解车间吊装作业无指挥,Low,2,已整改,2024-08-19,12.0,尚军,李小红,historical
HZ-2024-01214,2024-08-07,2024,8,32,2024Q3,Wednesday,RAW_MATERIAL,原料仓库,机械安全,设备故障,原料仓库设备带病运行,Low,2,已整改,2024-08-27,20.0,周平,张博,historical
HZ-2024-01213,2024-08-07,2024,8,32,2024Q3,Wednesday,NICKEL_COBALT,镍钴车间,电气安全,配电箱隐患,镍钴车间配电箱内堆放杂物,Low,2,已整改,2024-09-01,25.0,徐鹏,杨龙,historical
HZ-2024-01211,2024-08-07,2024,8,32,2024Q3,Wednesday,FINISHED_GOODS,成品仓库,行走安全,通道障碍,成品仓库安全通道宽度不足,Low,2,已整改,2024-08-27,20.0,张兰英,林秀华,historical
HZ-2024-01210,2024-08-07,2024,8,32,2024Q3,Wednesday,NICKEL_COBALT,镍钴车间,个人防护,防护用品缺失,镍钴车间专用防护用品未配备,Low,2,已整改,2024-09-12,36.0,何瑞,谢淑华,historical
HZ-2024-01209,2024-08-07,2024,8,32,2024Q3,Wednesday,ELECTROLYSIS,电解车间,化学品安全,泄漏风险,电解车间管道法兰渗漏,Low,1,逾期,,,熊杰,郭俊,historical
HZ-2024-01212,2024-08-07,2024,8,32,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,电气安全,临时用电,硫酸车间发现临时用电未办理审批手续,Low,1,已整改,2024-09-06,30.0,林小红,廖冬梅,historical
HZ-2024-01224,2024-08-08,2024,8,32,2024Q3,Thursday,EXTRACTION,萃取车间,个人防护,防护用品缺失,萃取车间专用防护用品未配备,Low,3,已整改,2024-08-22,14.0,谭雪,冯帅,historical
HZ-2024-01225,2024-08-08,2024,8,32,2024Q3,Thursday,ELECTROLYSIS,电解车间,个人防护,PPE佩戴不规范,电解车间作业人员未佩戴护目镜,Medium,7,已整改,2024-08-19,11.0,邹秀云,刘荣,historical
HZ-2024-01226,2024-08-08,2024,8,32,2024Q3,Thursday,CONTROL_CENTER,中控室,特种设备,压力容器超期,中控室安全阀未校验,High,8,已整改,2024-08-10,2.0,何秀荣,谭秀华,historical
HZ-2024-01223,2024-08-08,2024,8,32,2024Q3,Thursday,NICKEL_COBALT,镍钴车间,电气安全,临时用电,镍钴车间发现临时用电未办理审批手续,Medium,7,已整改,2024-08-12,4.0,张兵,赖宇,historical
HZ-2024-01219,2024-08-08,2024,8,32,2024Q3,Thursday,WASTEWATER,废水处理,化学品安全,泄漏风险,废水处理储罐液位超限,Low,1,已整改,2024-09-07,30.0,谭玲,钟燕,historical
HZ-2024-01221,2024-08-08,2024,8,32,2024Q3,Thursday,EXTRACTION,萃取车间,消防安全,应急照明故障,萃取车间应急照明灯不亮,Low,3,已整改,2024-09-19,42.0,李静,陈娟,historical
HZ-2024-01220,2024-08-08,2024,8,32,2024Q3,Thursday,ELECTROLYSIS,电解车间,行走安全,通道障碍,电解车间安全通道宽度不足,Low,2,已整改,2024-08-24,16.0,白洋,林柳,historical
HZ-2024-01218,2024-08-08,2024,8,32,2024Q3,Thursday,RAW_MATERIAL,原料仓库,化学品安全,泄漏风险,原料仓库管道法兰渗漏,Low,3,已整改,2024-09-21,44.0,张雪,游雪梅,historical
HZ-2024-01222,2024-08-08,2024,8,32,2024Q3,Thursday,SULFURIC_ACID,硫酸车间,化学品安全,存储不当,硫酸车间危化品超量存储,Low,1,已整改,2024-08-15,7.0,翟璐,何莹,historical
HZ-2024-01236,2024-08-09,2024,8,32,2024Q3,Friday,EXTRACTION,萃取车间,行走安全,地面湿滑,萃取车间地面积水未及时清理,Low,2,已整改,2024-08-26,17.0,李雪梅,刘俊,historical
HZ-2024-01235,2024-08-09,2024,8,32,2024Q3,Friday,WASTEWATER,废水处理,作业安全,高处作业违规,废水处理高处作业未系安全带,Medium,7,已整改,2024-08-12,3.0,闵淑珍,马超,historical
HZ-2024-01234,2024-08-09,2024,8,32,2024Q3,Friday,FINISHED_GOODS,成品仓库,机械安全,设备故障,成品仓库设备异常振动未处理,Low,3,已整改,2024-08-22,13.0,何淑华,李小红,historical
HZ-2024-01233,2024-08-09,2024,8,32,2024Q3,Friday,UTILITIES,公用工程,机械安全,传动部件裸露,公用工程皮带轮无防护,Low,3,已整改,2024-08-25,16.0,杨玉华,王斌,historical
HZ-2024-01232,2024-08-09,2024,8,32,2024Q3,Friday,NICKEL_COBALT,镍钴车间,消防安全,烟感故障,镍钴车间烟感探测器被遮挡,Low,2,已整改,2024-08-19,10.0,林金凤,赵云,historical
HZ-2024-01230,2024-08-09,2024,8,32,2024Q3,Friday,UTILITIES,公用工程,电气安全,接地不良,公用工程接地电阻超标,Low,2,已整改,2024-08-26,17.0,杨建军,赵欢,historical
HZ-2024-01229,2024-08-09,2024,8,32,2024Q3,Friday,EXTRACTION,萃取车间,电气安全,线路老化,萃取车间线路超负荷运行,Medium,6,已整改,2024-08-17,8.0,李欣,谢慧,historical
HZ-2024-01228,2024-08-09,2024,8,32,2024Q3,Friday,NICKEL_COBALT,镍钴车间,电气安全,接地不良,镍钴车间接地电阻超标,Medium,5,已整改,2024-08-21,12.0,张海燕,王兵,historical
HZ-2024-01227,2024-08-09,2024,8,32,2024Q3,Friday,SULFURIC_ACID,硫酸车间,化学品安全,存储不当,硫酸车间危化品超量存储,Low,2,已整改,2024-08-19,10.0,李秀英,张佳,historical
HZ-2024-01231,2024-08-09,2024,8,32,2024Q3,Friday,ELECTROLYSIS,电解车间,机械安全,设备故障,电解车间设备异常振动未处理,Low,3,已整改,2024-08-29,20.0,赵芳,母桂香,historical
HZ-2024-01237,2024-08-10,2024,8,32,2024Q3,Saturday,WASTEWATER,废水处理,机械安全,设备故障,废水处理设备异常振动未处理,Low,3,已整改,2024-09-06,27.0,杨佳,王玉梅,historical
HZ-2024-01238,2024-08-11,2024,8,32,2024Q3,Sunday,RAW_MATERIAL,原料仓库,个人防护,防护用品缺失,原料仓库专用防护用品未配备,Low,1,已整改,2024-08-24,13.0,张雪梅,张丹丹,historical
HZ-2024-01243,2024-08-12,2024,8,33,2024Q3,Monday,NICKEL_COBALT,镍钴车间,个人防护,防护用品缺失,镍钴车间专用防护用品未配备,Low,2,已整改,2024-09-08,27.0,陈涛,刘鹏,historical
HZ-2024-01244,2024-08-12,2024,8,33,2024Q3,Monday,NICKEL_COBALT,镍钴车间,个人防护,防护用品损坏,镍钴车间安全帽破损,Low,2,已整改,2024-08-31,19.0,邰坤,周鹏,historical
HZ-2024-01242,2024-08-12,2024,8,33,2024Q3,Monday,NICKEL_COBALT,镍钴车间,个人防护,防护用品损坏,镍钴车间安全帽破损,Low,1,已整改,2024-09-26,45.0,苏彬,吴秀芳,historical
HZ-2024-01239,2024-08-12,2024,8,33,2024Q3,Monday,ELECTROLYSIS,电解车间,电气安全,漏电保护失效,电解车间漏电保护器跳闸后强行合闸,Low,3,已整改,2024-08-28,16.0,罗玉珍,王建,historical
HZ-2024-01240,2024-08-12,2024,8,33,2024Q3,Monday,SULFURIC_ACID,硫酸车间,消防安全,消防通道堵塞,硫酸车间安全出口被锁闭,Low,2,已整改,2024-09-22,41.0,梅欣,张欢,historical
HZ-2024-01241,2024-08-12,2024,8,33,2024Q3,Monday,SULFURIC_ACID,硫酸车间,特种设备,锅炉隐患,硫酸车间锅炉水位计故障,Medium,4,已整改,2024-08-16,4.0,王建,侯杨,historical
HZ-2024-01245,2024-08-13,2024,8,33,2024Q3,Tuesday,SULFURIC_ACID,硫酸车间,消防安全,烟感故障,硫酸车间烟感探测器故障未修复,High,8,已整改,2024-08-15,2.0,刘晨,张建,historical
HZ-2024-01246,2024-08-13,2024,8,33,2024Q3,Tuesday,NICKEL_COBALT,镍钴车间,作业安全,高处作业违规,镍钴车间高处作业未设置警戒,Low,1,已整改,2024-09-07,25.0,严琴,张洁,historical
HZ-2024-01247,2024-08-13,2024,8,33,2024Q3,Tuesday,WASTEWATER,废水处理,行走安全,台阶损坏,废水处理台阶防滑条脱落,Low,3,已整改,2024-09-09,27.0,蒋林,张金凤,historical
HZ-2024-01248,2024-08-13,2024,8,33,2024Q3,Tuesday,SULFURIC_ACID,硫酸车间,电气安全,漏电保护失效,硫酸车间漏电保护器未定期检测,Low,1,已整改,2024-09-09,27.0,鲍秀珍,许凤英,historical
HZ-2024-01249,2024-08-13,2024,8,33,2024Q3,Tuesday,EXTRACTION,萃取车间,消防安全,烟感故障,萃取车间烟感探测器被遮挡,Medium,6,已整改,2024-08-21,8.0,杨桂花,邢慧,historical
HZ-2024-01250,2024-08-13,2024,8,33,2024Q3,Tuesday,ELECTROLYSIS,电解车间,消防安全,消防通道堵塞,电解车间安全出口被锁闭,Low,3,已整改,2024-08-21,8.0,庞娜,张宁,historical
HZ-2024-01257,2024-08-14,2024,8,33,2024Q3,Wednesday,RAW_MATERIAL,原料仓库,化学品安全,MSDS缺失,原料仓库未配备化学品安全技术说明书,Low,2,已整改,2024-09-06,23.0,王畅,樊玉英,historical
HZ-2024-01260,2024-08-14,2024,8,33,2024Q3,Wednesday,FINISHED_GOODS,成品仓库,电气安全,接地不良,成品仓库接地电阻超标,Low,3,已整改,2024-08-24,10.0,张红霞,王丽丽,historical
HZ-2024-01259,2024-08-14,2024,8,33,2024Q3,Wednesday,EXTRACTION,萃取车间,机械安全,防护罩缺失,萃取车间设备防护装置被拆除,Low,2,已整改,2024-09-13,30.0,杨俊,韦玉兰,historical
HZ-2024-01258,2024-08-14,2024,8,33,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,行走安全,护栏缺失,硫酸车间平台护栏缺失,Low,2,已整改,2024-08-23,9.0,刘浩,赵亮,historical
HZ-2024-01256,2024-08-14,2024,8,33,2024Q3,Wednesday,ELECTROLYSIS,电解车间,行走安全,护栏缺失,电解车间踢脚板缺失,Low,1,已整改,2024-08-21,7.0,朱秀珍,金俊,historical
HZ-2024-01253,2024-08-14,2024,8,33,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,机械安全,防护罩缺失,硫酸车间设备防护装置被拆除,Medium,5,已整改,2024-08-19,5.0,王秀芳,钱红,historical
HZ-2024-01254,2024-08-14,2024,8,33,2024Q3,Wednesday,NICKEL_COBALT,镍钴车间,电气安全,临时用电,镍钴车间临时配电箱未接地,Low,3,已整改,2024-08-24,10.0,骆秀云,李瑞,historical
HZ-2024-01255,2024-08-14,2024,8,33,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,行走安全,照明不足,硫酸车间照明灯损坏未更换,High,9,已整改,2024-08-16,2.0,沈秀芳,张淑英,historical
HZ-2024-01252,2024-08-14,2024,8,33,2024Q3,Wednesday,CONTROL_CENTER,中控室,消防安全,灭火器过期,中控室灭火器压力不足,High,10,已整改,2024-08-16,2.0,杜东,吴杰,historical
HZ-2024-01251,2024-08-14,2024,8,33,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,化学品安全,存储不当,硫酸车间化学品未分类存放,Low,1,已整改,2024-08-24,10.0,杨军,邵金凤,historical
HZ-2024-01270,2024-08-15,2024,8,33,2024Q3,Thursday,WASTEWATER,废水处理,机械安全,紧急停止失效,废水处理急停按钮失效,Low,1,已整改,2024-08-22,7.0,杨玉梅,程杨,historical
HZ-2024-01269,2024-08-15,2024,8,33,2024Q3,Thursday,WASTEWATER,废水处理,消防安全,消防通道堵塞,废水处理消防通道被物料占用,Low,3,已整改,2024-09-08,24.0,冯志强,朱玉华,historical
HZ-2024-01268,2024-08-15,2024,8,33,2024Q3,Thursday,NICKEL_COBALT,镍钴车间,消防安全,消防通道堵塞,镍钴车间安全出口被锁闭,Medium,7,已整改,2024-08-29,14.0,鲁岩,徐凯,historical
HZ-2024-01267,2024-08-15,2024,8,33,2024Q3,Thursday,ELECTROLYSIS,电解车间,消防安全,灭火器过期,电解车间灭火器压力不足,Low,3,已整改,2024-09-08,24.0,张建华,李楠,historical
HZ-2024-01266,2024-08-15,2024,8,33,2024Q3,Thursday,FINISHED_GOODS,成品仓库,特种设备,起重机械问题,成品仓库吊钩无防脱装置,Low,3,已整改,2024-09-03,19.0,梁亮,陈东,historical
HZ-2024-01265,2024-08-15,2024,8,33,2024Q3,Thursday,EXTRACTION,萃取车间,消防安全,消防通道堵塞,萃取车间安全出口被锁闭,Low,2,已整改,2024-08-25,10.0,崔琳,龚璐,historical
HZ-2024-01264,2024-08-15,2024,8,33,2024Q3,Thursday,CONTROL_CENTER,中控室,消防安全,消防通道堵塞,中控室安全出口被锁闭,Low,3,已整改,2024-08-30,15.0,林雷,王琳,historical
HZ-2024-01263,2024-08-15,2024,8,33,2024Q3,Thursday,SULFURIC_ACID,硫酸车间,化学品安全,存储不当,硫酸车间危化品超量存储,Low,2,已整改,2024-09-14,30.0,刘静,李晨,historical
HZ-2024-01262,2024-08-15,2024,8,33,2024Q3,Thursday,NICKEL_COBALT,镍钴车间,电气安全,漏电保护失效,镍钴车间漏电保护器跳闸后强行合闸,Low,3,已整改,2024-08-30,15.0,刘婷婷,郑浩,historical
HZ-2024-01261,2024-08-15,2024,8,33,2024Q3,Thursday,WASTEWATER,废水处理,机械安全,紧急停止失效,废水处理安全联锁被旁路,Low,3,已整改,2024-08-23,8.0,刘倩,卢淑英,historical
HZ-2024-01276,2024-08-16,2024,8,33,2024Q3,Friday,UTILITIES,公用工程,个人防护,PPE佩戴不规范,公用工程作业人员未佩戴安全帽,Low,2,已整改,2024-08-25,9.0,张瑞,秦旭,historical
HZ-2024-01275,2024-08-16,2024,8,33,2024Q3,Friday,EXTRACTION,萃取车间,个人防护,防护用品损坏,萃取车间防护手套破损,Low,1,已整改,2024-08-28,12.0,戴娟,贺春梅,historical
HZ-2024-01274,2024-08-16,2024,8,33,2024Q3,Friday,EXTRACTION,萃取车间,特种设备,压力容器超期,萃取车间安全阀未校验,High,10,已整改,2024-08-19,3.0,何霞,毛晶,historical
HZ-2024-01273,2024-08-16,2024,8,33,2024Q3,Friday,SULFURIC_ACID,硫酸车间,消防安全,消防通道堵塞,硫酸车间消防通道被物料占用,Low,2,已整改,2024-08-24,8.0,严秀英,罗玉,historical
HZ-2024-01272,2024-08-16,2024,8,33,2024Q3,Friday,EXTRACTION,萃取车间,消防安全,灭火器过期,萃取车间灭火器压力不足,Medium,5,已整改,2024-08-26,10.0,唐俊,王霞,historical
HZ-2024-01271,2024-08-16,2024,8,33,2024Q3,Friday,SULFURIC_ACID,硫酸车间,电气安全,线路老化,硫酸车间电缆绝缘层破损,Low,2,已整改,2024-08-24,8.0,张淑华,翁秀芳,historical
HZ-2024-01277,2024-08-17,2024,8,33,2024Q3,Saturday,FINISHED_GOODS,成品仓库,行走安全,照明不足,成品仓库照明灯损坏未更换,Low,2,已整改,2024-10-02,46.0,张敏,林刚,historical
HZ-2024-01278,2024-08-17,2024,8,33,2024Q3,Saturday,RAW_MATERIAL,原料仓库,特种设备,压力容器超期,原料仓库安全阀未校验,Low,3,已整改,2024-08-27,10.0,宋建华,吴杰,historical
HZ-2024-01279,2024-08-18,2024,8,33,2024Q3,Sunday,ELECTROLYSIS,电解车间,机械安全,传动部件裸露,电解车间联轴器裸露,Low,1,已整改,2024-09-16,29.0,陈亮,侯霞,historical
HZ-2024-01280,2024-08-18,2024,8,33,2024Q3,Sunday,NICKEL_COBALT,镍钴车间,化学品安全,MSDS缺失,镍钴车间未配备化学品安全技术说明书,Low,1,已整改,2024-09-13,26.0,刘敏,廖超,historical
HZ-2024-01281,2024-08-19,2024,8,34,2024Q3,Monday,ELECTROLYSIS,电解车间,机械安全,防护罩缺失,电解车间设备防护装置被拆除,Low,1,已整改,2024-09-14,26.0,廖凯,赵斌,historical
HZ-2024-01282,2024-08-19,2024,8,34,2024Q3,Monday,ELECTROLYSIS,电解车间,个人防护,PPE佩戴不规范,电解车间作业人员未穿防护服,Low,1,已整改,2024-09-07,19.0,庞玉华,燕晶,historical
HZ-2024-01283,2024-08-19,2024,8,34,2024Q3,Monday,NICKEL_COBALT,镍钴车间,消防安全,消防栓问题,镍钴车间消防栓箱内设备不全,Medium,5,已整改,2024-08-31,12.0,侯建平,郑琳,historical
HZ-2024-01284,2024-08-19,2024,8,34,2024Q3,Monday,FINISHED_GOODS,成品仓库,机械安全,设备故障,成品仓库设备异常振动未处理,Low,3,已整改,2024-08-30,11.0,李云,李桂兰,historical
HZ-2024-01285,2024-08-19,2024,8,34,2024Q3,Monday,UTILITIES,公用工程,消防安全,消防栓问题,公用工程消防栓被遮挡,Medium,6,已整改,2024-08-25,6.0,耿桂珍,唐莉,historical
HZ-2024-01286,2024-08-19,2024,8,34,2024Q3,Monday,ELECTROLYSIS,电解车间,电气安全,接地不良,电解车间设备接地线松动,Medium,6,已整改,2024-08-30,11.0,王伟,张璐,historical
HZ-2024-01293,2024-08-20,2024,8,34,2024Q3,Tuesday,FINISHED_GOODS,成品仓库,电气安全,配电箱隐患,成品仓库配电箱内堆放杂物,Low,2,已整改,2024-08-30,10.0,王丽娟,赵莹,historical
HZ-2024-01291,2024-08-20,2024,8,34,2024Q3,Tuesday,ELECTROLYSIS,电解车间,机械安全,传动部件裸露,电解车间皮带轮无防护,Medium,6,已整改,2024-09-03,14.0,刘斌,陈慧,historical
HZ-2024-01290,2024-08-20,2024,8,34,2024Q3,Tuesday,WASTEWATER,废水处理,电气安全,线路老化,废水处理电缆绝缘层破损,Low,2,已整改,2024-08-30,10.0,石洁,石阳,historical
HZ-2024-01292,2024-08-20,2024,8,34,2024Q3,Tuesday,NICKEL_COBALT,镍钴车间,化学品安全,混存问题,镍钴车间氧化剂与还原剂混存,Low,1,已整改,2024-08-29,9.0,钱秀荣,李杰,historical
HZ-2024-01288,2024-08-20,2024,8,34,2024Q3,Tuesday,ELECTROLYSIS,电解车间,消防安全,应急照明故障,电解车间疏散指示标志损坏,High,9,已整改,2024-08-21,1.0,陆伟,邓辉,historical
HZ-2024-01289,2024-08-20,2024,8,34,2024Q3,Tuesday,NICKEL_COBALT,镍钴车间,个人防护,防护用品缺失,镍钴车间专用防护用品未配备,Low,2,已整改,2024-09-17,28.0,李玉英,邱林,historical
HZ-2024-01287,2024-08-20,2024,8,34,2024Q3,Tuesday,NICKEL_COBALT,镍钴车间,特种设备,压力容器超期,镍钴车间压力容器未按期检验,Low,1,已整改,2024-08-28,8.0,张丽,吴淑英,historical
HZ-2024-01294,2024-08-21,2024,8,34,2024Q3,Wednesday,EXTRACTION,萃取车间,消防安全,烟感故障,萃取车间烟感探测器故障未修复,Medium,4,已整改,2024-08-27,6.0,吴萍,柯健,historical
HZ-2024-01295,2024-08-21,2024,8,34,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,化学品安全,混存问题,硫酸车间酸碱类化学品混存,Low,3,已整改,2024-09-30,40.0,林洋,洪斌,historical
HZ-2024-01296,2024-08-21,2024,8,34,2024Q3,Wednesday,UTILITIES,公用工程,消防安全,消防栓问题,公用工程消防栓被遮挡,Medium,4,已整改,2024-08-30,9.0,潘龙,吴鑫,historical
HZ-2024-01297,2024-08-21,2024,8,34,2024Q3,Wednesday,NICKEL_COBALT,镍钴车间,化学品安全,存储不当,镍钴车间化学品未分类存放,Low,3,已整改,2024-09-18,28.0,傅玉英,孙红,historical
HZ-2024-01298,2024-08-21,2024,8,34,2024Q3,Wednesday,SULFURIC_ACID,硫酸车间,消防安全,消防通道堵塞,硫酸车间消防通道被物料占用,Low,2,已整改,2024-09-01,11.0,陈丽丽,何雪梅,historical
HZ-2024-01299,2024-08-21,2024,8,34,2024Q3,Wednesday,UTILITIES,公用工程,行走安全,地面湿滑,公用工程地面积水未及时清理,Low,3,已整改,2024-09-18,28.0,单瑞,郑霞,historical
HZ-2024-01308,2024-08-22,2024,8,34,2024Q3,Thursday,RAW_MATERIAL,原料仓库,电气安全,接地不良,原料仓库接地电阻超标,Medium,7,已整改,2024-08-29,7.0,崔桂香,王慧,historical
HZ-2024-01307,2024-08-22,2024,8,34,2024Q3,Thursday,ELECTROLYSIS,电解车间,化学品安全,泄漏风险,电解车间管道法兰渗漏,Low,2,已整改,2024-09-05,14.0,林淑兰,孙欢,historical
HZ-2024-01306,2024-08-22,2024,8,34,2024Q3,Thursday,NICKEL_COBALT,镍钴车间,个人防护,PPE佩戴不规范,镍钴车间作业人员未佩戴护目镜,Medium,5,已整改,2024-08-28,6.0,刘磊,郑丽娟,historical
HZ-2024-01305,2024-08-22,2024,8,34,2024Q3,Thursday,NICKEL_COBALT,镍钴车间,消防安全,消防通道堵塞,镍钴车间消防通道被物料占用,Medium,5,已整改,2024-08-30,8.0,邓佳,宋玉珍,historical
HZ-2024-01301,2024-08-22,2024,8,34,2024Q3,Thursday,RAW_MATERIAL,原料仓库,消防安全,应急照明故障,原料仓库应急照明灯不亮,Low,2,已整改,2024-09-15,24.0,赵利,杨龙,historical
HZ-2024-01303,2024-08-22,2024,8,34,2024Q3,Thursday,EXTRACTION,萃取车间,消防安全,灭火器过期,萃取车间灭火器超过有效期,Medium,7,已整改,2024-08-31,9.0,宋岩,萧秀兰,historical
HZ-2024-01302,2024-08-22,2024,8,34,2024Q3,Thursday,CONTROL_CENTER,中控室,个人防护,防护用品缺失,中控室防护用品配备不足,Low,1,已整改,2024-10-19,58.0,萧杰,徐彬,historical
HZ-2024-01300,2024-08-22,2024,8,34,2024Q3,Thursday,UTILITIES,公用工程,化学品安全,存储不当,公用工程危化品超量存储,Medium,7,已整改,2024-08-31,9.0,侯坤,赵波,historical
HZ-2024-01304,2024-08-22,2024,8,34,2024Q3,Thursday,UTILITIES,公用工程,化学品安全,标识缺失,公用工程管道标识不清,Low,2,已整改,2024-09-04,13.0,高晶,曹斌,historical
HZ-2024-01314,2024-08-23,2024,8,34,2024Q3,Friday,SULFURIC_ACID,硫酸车间,电气安全,线路老化,硫酸车间电缆绝缘层破损,Low,3,已整改,2024-10-08,46.0,郑波,张宁,historical
HZ-2024-01315,2024-08-23,2024,8,34,2024Q3,Friday,ELECTROLYSIS,电解车间,作业安全,高处作业违规,电解车间高处作业未设置警戒,Medium,4,已整改,2024-08-28,5.0,胡琳,李桂荣,historical
HZ-2024-01313,2024-08-23,2024,8,34,2024Q3,Friday,EXTRACTION,萃取车间,电气安全,临时用电,萃取车间临时配电箱未接地,Low,2,已整改,2024-09-04,12.0,苑凤兰,李海燕,historical
HZ-2024-01309,2024-08-23,2024,8,34,2024Q3,Friday,FINISHED_GOODS,成品仓库,机械安全,设备故障,成品仓库设备异常振动未处理,Low,1,已整改,2024-10-05,43.0,钟文,李春梅,historical
HZ-2024-01311,2024-08-23,2024,8,34,2024Q3,Friday,EXTRACTION,萃取车间,个人防护,PPE佩戴不规范,萃取车间作业人员未穿防护服,Low,1,已整改,2024-08-30,7.0,张秀华,马静,historical
HZ-2024-01310,2024-08-23,2024,8,34,2024Q3,Friday,CONTROL_CENTER,中控室,作业安全,受限空间问题,中控室受限空间作业无监护人,Low,2,已整改,2024-09-09,17.0,吕云,杨兰英,historical
HZ-2024-01312,2024-08-23,2024,8,34,2024Q3,Friday,CONTROL_CENTER,中控室,行走安全,护栏缺失,中控室踢脚板缺失,Low,1,已整改,2024-09-16,24.0,张小红,莫玉兰,historical
HZ-2024-01316,2024-08-24,2024,8,34,2024Q3,Saturday,ELECTROLYSIS,电解车间,消防安全,消防通道堵塞,电解车间安全出口被锁闭,Low,3,逾期,,,秦华,赵博,historical
HZ-2024-01317,2024-08-25,2024,8,34,2024Q3,Sunday,EXTRACTION,萃取车间,电气安全,临时用电,萃取车间临时电缆未架空，存在损坏风险,Low,2,已整改,2024-09-04,10.0,刘玲,骆涛,historical
HZ-2024-01318,2024-08-26,2024,8,35,2024Q3,Monday,ELECTROLYSIS,电解车间,作业安全,吊装作业问题,电解车间吊装作业无指挥,Low,3,已整改,2024-09-18,23.0,周洋,丁莹,historical
HZ-2024-01319,2024-08-26,2024,8,35,2024Q3,Monday,FINISHED_GOODS,成品仓库,机械安全,紧急停止失效,成品仓库急停按钮失效,Medium,5,已整改,2024-08-30,4.0,李秀英,陈玉华,historical
HZ-2024-01320,2024-08-26,2024,8,35,2024Q3,Monday,ELECTROLYSIS,电解车间,电气安全,临时用电,电解车间临时电缆未架空，存在损坏风险,Medium,6,已整改,2024-09-09,14.0,余桂芳,李玲,historical
HZ-2024-01321,2024-08-26,2024,8,35,2024Q3,Monday,WASTEWATER,废水处理,特种设备,锅炉隐患,废水处理锅炉安全阀起跳压力偏差,Low,3,已整改,2024-09-19,24.0,刘雪梅,李佳,historical
HZ-2024-01322,2024-08-26,2024,8,35,2024Q3,Monday,SULFURIC_ACID,硫酸车间,机械安全,传动部件裸露,硫酸车间皮带轮无防护,Medium,4,已整改,2024-09-01,6.0,丁帆,刘瑞,historical
HZ-2024-01323,2024-08-26,2024,8,35,2024Q3,Monday,WASTEWATER,废水处理,化学品安全,存储不当,废水处理危化品超量存储,Low,1,已整改,2024-09-15,20.0,陈强,王桂英,historical
HZ-2024-01330,2024-08-27,2024,8,35,2024Q3,Tuesday,NICKEL_COBALT,镍钴车间,电气安全,接地不良,镍钴车间接地电阻超标,Low,1,已整改,2024-09-23,27.0,程凤英,陈欢,historical
HZ-2024-01333,2024-08-27,2024,8,35,2024Q3,Tuesday,WASTEWATER,废水处理,行走安全,通道障碍,废水处理安全通道宽度不足,Low,3,已整改,2024-09-06,10.0,吕建平,龙帆,historical
HZ-2024-01332,2024-08-27,2024,8,35,2024Q3,Tuesday,SULFURIC_ACID,硫酸车间,消防安全,灭火器过期,硫酸车间灭火器超过有效期,Low,2,已整改,2024-09-06,10.0,王畅,李英,historical
HZ-2024-01331,2024-08-27,2024,8,35,2024Q3,Tuesday,NICKEL_COBALT,镍钴车间,个人防护,PPE佩戴不规范,镍钴车间作业人员未佩戴护目镜,Low,1,已整改,2024-09-13,17.0,杨利,李秀珍,historical
HZ-2024-01329,2024-08-27,2024,8,35,2024Q3,Tuesday,WASTEWATER,废水处理,作业安全,受限空间问题,废水处理受限空间作业未检测,Low,3,已整改,2024-09-13,17.0,崔鹏,李娜,historical
